7.242132596924363952e+01 1.945786740307563605e+02 1.965786740307563605e+02 7.957867403075636048e+01 6.757867403075636048e+01 1.604213259692436395e+02
7.219030116872178837e+01 1.948096988312782116e+02 1.968096988312782116e+02 7.980969883127821163e+01 6.780969883127821163e+01 1.601903011687217884e+02
7.204803679899193014e+01 1.949519632010080841e+02 1.969519632010080841e+02 7.995196320100806986e+01 6.795196320100806986e+01 1.600480367989919159e+02
7.200000000000000000e+01 1.950000000000000000e+02 1.970000000000000000e+02 8.000000000000000000e+01 6.800000000000000000e+01 1.600000000000000000e+02
7.204803679899191593e+01 1.949519632010080841e+02 1.969519632010080841e+02 7.995196320100808407e+01 6.795196320100808407e+01 1.600480367989919159e+02
7.219030116872178837e+01 1.948096988312782116e+02 1.968096988312782116e+02 7.980969883127821163e+01 6.780969883127821163e+01 1.601903011687217884e+02
7.242132596924363952e+01 1.945786740307563605e+02 1.965786740307563605e+02 7.957867403075636048e+01 6.757867403075636048e+01 1.604213259692436395e+02
7.273223304703363112e+01 1.942677669529663831e+02 1.962677669529663831e+02 7.926776695296636888e+01 6.726776695296636888e+01 1.607322330470336169e+02
7.311107441745099322e+01 1.938889255825490068e+02 1.958889255825490068e+02 7.888892558254900678e+01 6.688892558254900678e+01 1.611110744174509932e+02
7.354329141908726797e+01 1.934567085809127320e+02 1.954567085809127320e+02 7.845670858091273203e+01 6.645670858091273203e+01 1.615432914190872680e+02
7.401227419495967297e+01 1.929877258050403270e+02 1.949877258050403270e+02 7.798772580504032703e+01 6.598772580504032703e+01 1.620122741949596730e+02
7.450000000000000000e+01 1.925000000000000000e+02 1.945000000000000000e+02 7.750000000000000000e+01 6.550000000000001421e+01 1.625000000000000000e+02
7.498772580504029861e+01 1.920122741949597014e+02 1.940122741949597014e+02 7.701227419495970139e+01 6.501227419495968718e+01 1.629877258050402986e+02
7.545670858091270361e+01 1.915432914190872964e+02 1.935432914190872964e+02 7.654329141908729639e+01 6.454329141908729639e+01 1.634567085809127036e+02
7.588892558254900678e+01 1.911110744174509932e+02 1.931110744174509932e+02 7.611107441745099322e+01 6.411107441745099322e+01 1.638889255825490068e+02
7.626776695296636888e+01 1.907322330470336169e+02 1.927322330470336169e+02 7.573223304703363112e+01 6.373223304703363112e+01 1.642677669529663831e+02
7.657867403075636048e+01 1.904213259692436395e+02 1.924213259692436395e+02 7.542132596924363952e+01 6.342132596924363952e+01 1.645786740307563605e+02
7.680969883127821163e+01 1.901903011687217884e+02 1.921903011687217884e+02 7.519030116872178837e+01 6.319030116872178837e+01 1.648096988312782116e+02
7.695196320100808407e+01 1.900480367989919159e+02 1.920480367989919159e+02 7.504803679899191593e+01 6.304803679899192304e+01 1.649519632010080841e+02
7.700000000000000000e+01 1.900000000000000000e+02 1.920000000000000000e+02 7.500000000000000000e+01 6.300000000000000000e+01 1.650000000000000000e+02
7.695196320100808407e+01 1.900480367989919159e+02 1.920480367989919159e+02 7.504803679899191593e+01 6.304803679899192304e+01 1.649519632010080841e+02
7.680969883127821163e+01 1.901903011687217884e+02 1.921903011687217884e+02 7.519030116872178837e+01 6.319030116872178127e+01 1.648096988312782116e+02
7.657867403075636048e+01 1.904213259692436395e+02 1.924213259692436395e+02 7.542132596924363952e+01 6.342132596924363241e+01 1.645786740307563605e+02
7.626776695296638309e+01 1.907322330470336169e+02 1.927322330470336169e+02 7.573223304703361691e+01 6.373223304703362402e+01 1.642677669529663831e+02
7.588892558254902099e+01 1.911110744174509932e+02 1.931110744174509932e+02 7.611107441745097901e+01 6.411107441745097901e+01 1.638889255825490068e+02
7.545670858091273203e+01 1.915432914190872680e+02 1.935432914190872680e+02 7.654329141908726797e+01 6.454329141908726797e+01 1.634567085809127320e+02
7.498772580504032703e+01 1.920122741949596730e+02 1.940122741949596730e+02 7.701227419495967297e+01 6.501227419495967297e+01 1.629877258050403270e+02
7.450000000000002842e+01 1.924999999999999716e+02 1.944999999999999716e+02 7.749999999999997158e+01 6.549999999999997158e+01 1.625000000000000284e+02
7.401227419495967297e+01 1.929877258050403270e+02 1.949877258050403270e+02 7.798772580504032703e+01 6.598772580504031282e+01 1.620122741949596730e+02
7.354329141908729639e+01 1.934567085809127036e+02 1.954567085809127036e+02 7.845670858091270361e+01 6.645670858091270361e+01 1.615432914190872964e+02
7.311107441745099322e+01 1.938889255825490068e+02 1.958889255825490068e+02 7.888892558254900678e+01 6.688892558254900678e+01 1.611110744174509932e+02
7.273223304703361691e+01 1.942677669529663831e+02 1.962677669529663831e+02 7.926776695296638309e+01 6.726776695296638309e+01 1.607322330470336169e+02
7.242132596924363952e+01 1.945786740307563605e+02 1.965786740307563605e+02 7.957867403075636048e+01 6.757867403075636048e+01 1.604213259692436395e+02
7.219030116872178837e+01 1.948096988312782116e+02 1.968096988312782116e+02 7.980969883127821163e+01 6.780969883127821163e+01 1.601903011687217884e+02
7.204803679899193014e+01 1.949519632010080841e+02 1.969519632010080841e+02 7.995196320100806986e+01 6.795196320100806986e+01 1.600480367989919159e+02
7.200000000000000000e+01 1.950000000000000000e+02 1.970000000000000000e+02 8.000000000000000000e+01 6.800000000000000000e+01 1.600000000000000000e+02
7.204803679899191593e+01 1.949519632010080841e+02 1.969519632010080841e+02 7.995196320100808407e+01 6.795196320100808407e+01 1.600480367989919159e+02
7.219030116872178837e+01 1.948096988312782116e+02 1.968096988312782116e+02 7.980969883127821163e+01 6.780969883127821163e+01 1.601903011687217884e+02
7.242132596924362531e+01 1.945786740307563605e+02 1.965786740307563605e+02 7.957867403075637469e+01 6.757867403075637469e+01 1.604213259692436395e+02
7.273223304703363112e+01 1.942677669529663831e+02 1.962677669529663831e+02 7.926776695296636888e+01 6.726776695296636888e+01 1.607322330470336169e+02
7.311107441745096480e+01 1.938889255825490352e+02 1.958889255825490352e+02 7.888892558254903520e+01 6.688892558254902099e+01 1.611110744174509648e+02
7.354329141908726797e+01 1.934567085809127320e+02 1.954567085809127320e+02 7.845670858091273203e+01 6.645670858091273203e+01 1.615432914190872680e+02
7.401227419495968718e+01 1.929877258050402986e+02 1.949877258050402986e+02 7.798772580504031282e+01 6.598772580504031282e+01 1.620122741949597014e+02
7.449999999999998579e+01 1.925000000000000000e+02 1.945000000000000000e+02 7.750000000000001421e+01 6.550000000000001421e+01 1.625000000000000000e+02
7.498772580504032703e+01 1.920122741949596730e+02 1.940122741949596730e+02 7.701227419495967297e+01 6.501227419495967297e+01 1.629877258050403270e+02
7.545670858091270361e+01 1.915432914190872964e+02 1.935432914190872964e+02 7.654329141908729639e+01 6.454329141908729639e+01 1.634567085809127036e+02
7.588892558254900678e+01 1.911110744174509932e+02 1.931110744174509932e+02 7.611107441745099322e+01 6.411107441745099322e+01 1.638889255825490068e+02
7.626776695296635467e+01 1.907322330470336453e+02 1.927322330470336453e+02 7.573223304703364533e+01 6.373223304703364533e+01 1.642677669529663547e+02
7.657867403075636048e+01 1.904213259692436395e+02 1.924213259692436395e+02 7.542132596924363952e+01 6.342132596924363952e+01 1.645786740307563605e+02
7.680969883127821163e+01 1.901903011687217884e+02 1.921903011687217884e+02 7.519030116872178837e+01 6.319030116872178837e+01 1.648096988312782116e+02
7.695196320100808407e+01 1.900480367989919159e+02 1.920480367989919159e+02 7.504803679899191593e+01 6.304803679899192304e+01 1.649519632010080841e+02
7.700000000000000000e+01 1.900000000000000000e+02 1.920000000000000000e+02 7.500000000000000000e+01 6.300000000000000000e+01 1.650000000000000000e+02
7.695196320100808407e+01 1.900480367989919159e+02 1.920480367989919159e+02 7.504803679899191593e+01 6.304803679899192304e+01 1.649519632010080841e+02
7.680969883127821163e+01 1.901903011687217884e+02 1.921903011687217884e+02 7.519030116872178837e+01 6.319030116872178837e+01 1.648096988312782116e+02
7.657867403075636048e+01 1.904213259692436395e+02 1.924213259692436395e+02 7.542132596924363952e+01 6.342132596924362531e+01 1.645786740307563605e+02
7.626776695296636888e+01 1.907322330470336453e+02 1.927322330470336453e+02 7.573223304703363112e+01 6.373223304703363112e+01 1.642677669529663547e+02
7.588892558254902099e+01 1.911110744174509932e+02 1.931110744174509932e+02 7.611107441745097901e+01 6.411107441745097901e+01 1.638889255825490068e+02
7.545670858091273203e+01 1.915432914190872680e+02 1.935432914190872680e+02 7.654329141908726797e+01 6.454329141908726797e+01 1.634567085809127320e+02
7.498772580504034124e+01 1.920122741949596730e+02 1.940122741949596730e+02 7.701227419495965876e+01 6.501227419495965876e+01 1.629877258050403270e+02
7.450000000000000000e+01 1.925000000000000000e+02 1.945000000000000000e+02 7.750000000000000000e+01 6.550000000000000000e+01 1.625000000000000000e+02
7.401227419495970139e+01 1.929877258050402986e+02 1.949877258050402986e+02 7.798772580504029861e+01 6.598772580504029861e+01 1.620122741949597014e+02
7.354329141908728218e+01 1.934567085809127320e+02 1.954567085809127320e+02 7.845670858091271782e+01 6.645670858091271782e+01 1.615432914190872680e+02
7.311107441745099322e+01 1.938889255825490068e+02 1.958889255825490068e+02 7.888892558254900678e+01 6.688892558254900678e+01 1.611110744174509932e+02
7.273223304703364533e+01 1.942677669529663547e+02 1.962677669529663547e+02 7.926776695296635467e+01 6.726776695296635467e+01 1.607322330470336453e+02
7.242132596924363952e+01 1.945786740307563605e+02 1.965786740307563605e+02 7.957867403075636048e+01 6.757867403075636048e+01 1.604213259692436395e+02
7.219030116872178837e+01 1.948096988312782116e+02 1.968096988312782116e+02 7.980969883127821163e+01 6.780969883127821163e+01 1.601903011687217884e+02
7.204803679899191593e+01 1.949519632010080841e+02 1.969519632010080841e+02 7.995196320100808407e+01 6.795196320100808407e+01 1.600480367989919159e+02
7.200000000000000000e+01 1.950000000000000000e+02 1.970000000000000000e+02 8.000000000000000000e+01 6.800000000000000000e+01 1.600000000000000000e+02
7.204803679899191593e+01 1.949519632010080841e+02 1.969519632010080841e+02 7.995196320100808407e+01 6.795196320100808407e+01 1.600480367989919159e+02
7.219030116872177416e+01 1.948096988312782116e+02 1.968096988312782116e+02 7.980969883127822584e+01 6.780969883127822584e+01 1.601903011687217884e+02
7.242132596924363952e+01 1.945786740307563605e+02 1.965786740307563605e+02 7.957867403075636048e+01 6.757867403075636048e+01 1.604213259692436395e+02
7.273223304703361691e+01 1.942677669529663831e+02 1.962677669529663831e+02 7.926776695296638309e+01 6.726776695296638309e+01 1.607322330470336169e+02
7.311107441745099322e+01 1.938889255825490068e+02 1.958889255825490068e+02 7.888892558254900678e+01 6.688892558254900678e+01 1.611110744174509932e+02
7.354329141908728218e+01 1.934567085809127036e+02 1.954567085809127036e+02 7.845670858091271782e+01 6.645670858091271782e+01 1.615432914190872964e+02
7.401227419495967297e+01 1.929877258050403270e+02 1.949877258050403270e+02 7.798772580504032703e+01 6.598772580504032703e+01 1.620122741949596730e+02
7.450000000000000000e+01 1.925000000000000000e+02 1.945000000000000000e+02 7.750000000000000000e+01 6.550000000000000000e+01 1.625000000000000000e+02
7.498772580504029861e+01 1.920122741949597014e+02 1.940122741949597014e+02 7.701227419495970139e+01 6.501227419495968718e+01 1.629877258050402986e+02
7.545670858091273203e+01 1.915432914190872680e+02 1.935432914190872680e+02 7.654329141908726797e+01 6.454329141908726797e+01 1.634567085809127320e+02
7.588892558254899257e+01 1.911110744174510216e+02 1.931110744174510216e+02 7.611107441745100743e+01 6.411107441745100743e+01 1.638889255825489784e+02
7.626776695296636888e+01 1.907322330470336453e+02 1.927322330470336453e+02 7.573223304703363112e+01 6.373223304703363112e+01 1.642677669529663547e+02
7.657867403075636048e+01 1.904213259692436395e+02 1.924213259692436395e+02 7.542132596924363952e+01 6.342132596924364663e+01 1.645786740307563605e+02
7.680969883127821163e+01 1.901903011687217884e+02 1.921903011687217884e+02 7.519030116872178837e+01 6.319030116872178837e+01 1.648096988312782116e+02
7.695196320100806986e+01 1.900480367989919159e+02 1.920480367989919159e+02 7.504803679899193014e+01 6.304803679899193014e+01 1.649519632010080841e+02
7.700000000000000000e+01 1.900000000000000000e+02 1.920000000000000000e+02 7.500000000000000000e+01 6.300000000000000000e+01 1.650000000000000000e+02
7.695196320100808407e+01 1.900480367989919159e+02 1.920480367989919159e+02 7.504803679899191593e+01 6.304803679899193014e+01 1.649519632010080841e+02
7.680969883127821163e+01 1.901903011687217884e+02 1.921903011687217884e+02 7.519030116872178837e+01 6.319030116872177416e+01 1.648096988312782116e+02
7.657867403075636048e+01 1.904213259692436395e+02 1.924213259692436395e+02 7.542132596924363952e+01 6.342132596924363952e+01 1.645786740307563605e+02
7.626776695296638309e+01 1.907322330470336169e+02 1.927322330470336169e+02 7.573223304703361691e+01 6.373223304703361691e+01 1.642677669529663831e+02
7.588892558254900678e+01 1.911110744174509932e+02 1.931110744174509932e+02 7.611107441745099322e+01 6.411107441745099322e+01 1.638889255825490068e+02
7.545670858091273203e+01 1.915432914190872680e+02 1.935432914190872680e+02 7.654329141908726797e+01 6.454329141908726797e+01 1.634567085809127320e+02
7.498772580504032703e+01 1.920122741949596730e+02 1.940122741949596730e+02 7.701227419495967297e+01 6.501227419495967297e+01 1.629877258050403270e+02
7.450000000000002842e+01 1.924999999999999716e+02 1.944999999999999716e+02 7.749999999999997158e+01 6.549999999999997158e+01 1.625000000000000284e+02
7.401227419495968718e+01 1.929877258050403270e+02 1.949877258050403270e+02 7.798772580504031282e+01 6.598772580504031282e+01 1.620122741949596730e+02
7.354329141908729639e+01 1.934567085809127036e+02 1.954567085809127036e+02 7.845670858091270361e+01 6.645670858091270361e+01 1.615432914190872964e+02
7.311107441745099322e+01 1.938889255825490068e+02 1.958889255825490068e+02 7.888892558254900678e+01 6.688892558254900678e+01 1.611110744174509932e+02
7.273223304703361691e+01 1.942677669529663831e+02 1.962677669529663831e+02 7.926776695296638309e+01 6.726776695296638309e+01 1.607322330470336169e+02
7.242132596924363952e+01 1.945786740307563605e+02 1.965786740307563605e+02 7.957867403075636048e+01 6.757867403075636048e+01 1.604213259692436395e+02
7.219030116872178837e+01 1.948096988312782116e+02 1.968096988312782116e+02 7.980969883127821163e+01 6.780969883127821163e+01 1.601903011687217884e+02
7.204803679899193014e+01 1.949519632010080841e+02 1.969519632010080841e+02 7.995196320100806986e+01 6.795196320100806986e+01 1.600480367989919159e+02
7.200000000000000000e+01 1.950000000000000000e+02 1.970000000000000000e+02 8.000000000000000000e+01 6.800000000000000000e+01 1.600000000000000000e+02
7.204803679899191593e+01 1.949519632010080841e+02 1.969519632010080841e+02 7.995196320100808407e+01 6.795196320100808407e+01 1.600480367989919159e+02
7.219030116872178837e+01 1.948096988312782116e+02 1.968096988312782116e+02 7.980969883127821163e+01 6.780969883127821163e+01 1.601903011687217884e+02
7.242132596924362531e+01 1.945786740307563889e+02 1.965786740307563889e+02 7.957867403075637469e+01 6.757867403075637469e+01 1.604213259692436111e+02
7.273223304703361691e+01 1.942677669529663831e+02 1.962677669529663831e+02 7.926776695296638309e+01 6.726776695296636888e+01 1.607322330470336169e+02
7.311107441745096480e+01 1.938889255825490352e+02 1.958889255825490352e+02 7.888892558254903520e+01 6.688892558254903520e+01 1.611110744174509648e+02
7.354329141908726797e+01 1.934567085809127320e+02 1.954567085809127320e+02 7.845670858091273203e+01 6.645670858091273203e+01 1.615432914190872680e+02
7.401227419495968718e+01 1.929877258050403270e+02 1.949877258050403270e+02 7.798772580504031282e+01 6.598772580504031282e+01 1.620122741949596730e+02
7.449999999999998579e+01 1.925000000000000000e+02 1.945000000000000000e+02 7.750000000000001421e+01 6.550000000000001421e+01 1.625000000000000000e+02
7.498772580504032703e+01 1.920122741949596730e+02 1.940122741949596730e+02 7.701227419495967297e+01 6.501227419495967297e+01 1.629877258050403270e+02
7.545670858091270361e+01 1.915432914190872964e+02 1.935432914190872964e+02 7.654329141908729639e+01 6.454329141908729639e+01 1.634567085809127036e+02
7.588892558254900678e+01 1.911110744174509932e+02 1.931110744174509932e+02 7.611107441745099322e+01 6.411107441745099322e+01 1.638889255825490068e+02
7.626776695296635467e+01 1.907322330470336453e+02 1.927322330470336453e+02 7.573223304703364533e+01 6.373223304703364533e+01 1.642677669529663547e+02
7.657867403075636048e+01 1.904213259692436395e+02 1.924213259692436395e+02 7.542132596924363952e+01 6.342132596924363952e+01 1.645786740307563605e+02
7.680969883127821163e+01 1.901903011687217884e+02 1.921903011687217884e+02 7.519030116872178837e+01 6.319030116872178837e+01 1.648096988312782116e+02
7.695196320100808407e+01 1.900480367989919159e+02 1.920480367989919159e+02 7.504803679899191593e+01 6.304803679899192304e+01 1.649519632010080841e+02
7.700000000000000000e+01 1.900000000000000000e+02 1.920000000000000000e+02 7.500000000000000000e+01 6.300000000000000000e+01 1.650000000000000000e+02
7.695196320100808407e+01 1.900480367989919159e+02 1.920480367989919159e+02 7.504803679899191593e+01 6.304803679899192304e+01 1.649519632010080841e+02
7.680969883127821163e+01 1.901903011687217884e+02 1.921903011687217884e+02 7.519030116872178837e+01 6.319030116872178837e+01 1.648096988312782116e+02
7.657867403075636048e+01 1.904213259692436395e+02 1.924213259692436395e+02 7.542132596924363952e+01 6.342132596924362531e+01 1.645786740307563605e+02
7.626776695296636888e+01 1.907322330470336453e+02 1.927322330470336453e+02 7.573223304703363112e+01 6.373223304703363112e+01 1.642677669529663547e+02
7.588892558254902099e+01 1.911110744174509932e+02 1.931110744174509932e+02 7.611107441745097901e+01 6.411107441745097901e+01 1.638889255825490068e+02
7.545670858091273203e+01 1.915432914190872680e+02 1.935432914190872680e+02 7.654329141908726797e+01 6.454329141908726797e+01 1.634567085809127320e+02
7.498772580504034124e+01 1.920122741949596730e+02 1.940122741949596730e+02 7.701227419495965876e+01 6.501227419495965876e+01 1.629877258050403270e+02
7.450000000000000000e+01 1.925000000000000000e+02 1.945000000000000000e+02 7.750000000000000000e+01 6.550000000000000000e+01 1.625000000000000000e+02
7.401227419495970139e+01 1.929877258050402986e+02 1.949877258050402986e+02 7.798772580504029861e+01 6.598772580504029861e+01 1.620122741949597014e+02
7.354329141908728218e+01 1.934567085809127320e+02 1.954567085809127320e+02 7.845670858091271782e+01 6.645670858091271782e+01 1.615432914190872680e+02
7.311107441745099322e+01 1.938889255825490068e+02 1.958889255825490068e+02 7.888892558254900678e+01 6.688892558254900678e+01 1.611110744174509932e+02
7.273223304703364533e+01 1.942677669529663547e+02 1.962677669529663547e+02 7.926776695296635467e+01 6.726776695296635467e+01 1.607322330470336453e+02
7.242132596924363952e+01 1.945786740307563605e+02 1.965786740307563605e+02 7.957867403075636048e+01 6.757867403075636048e+01 1.604213259692436395e+02
7.219030116872178837e+01 1.948096988312782116e+02 1.968096988312782116e+02 7.980969883127821163e+01 6.780969883127821163e+01 1.601903011687217884e+02
7.204803679899191593e+01 1.949519632010080841e+02 1.969519632010080841e+02 7.995196320100808407e+01 6.795196320100808407e+01 1.600480367989919159e+02
7.200000000000000000e+01 1.950000000000000000e+02 1.970000000000000000e+02 8.000000000000000000e+01 6.800000000000000000e+01 1.600000000000000000e+02
7.204803679899191593e+01 1.949519632010080841e+02 1.969519632010080841e+02 7.995196320100808407e+01 6.795196320100808407e+01 1.600480367989919159e+02
7.219030116872177416e+01 1.948096988312782116e+02 1.968096988312782116e+02 7.980969883127822584e+01 6.780969883127822584e+01 1.601903011687217884e+02
7.242132596924363952e+01 1.945786740307563605e+02 1.965786740307563605e+02 7.957867403075636048e+01 6.757867403075636048e+01 1.604213259692436395e+02
7.273223304703361691e+01 1.942677669529663831e+02 1.962677669529663831e+02 7.926776695296638309e+01 6.726776695296638309e+01 1.607322330470336169e+02
7.311107441745099322e+01 1.938889255825490068e+02 1.958889255825490068e+02 7.888892558254900678e+01 6.688892558254900678e+01 1.611110744174509932e+02
7.354329141908728218e+01 1.934567085809127036e+02 1.954567085809127036e+02 7.845670858091271782e+01 6.645670858091271782e+01 1.615432914190872964e+02
7.401227419495967297e+01 1.929877258050403270e+02 1.949877258050403270e+02 7.798772580504032703e+01 6.598772580504032703e+01 1.620122741949596730e+02
7.450000000000000000e+01 1.925000000000000000e+02 1.945000000000000000e+02 7.750000000000000000e+01 6.550000000000000000e+01 1.625000000000000000e+02
7.498772580504029861e+01 1.920122741949597014e+02 1.940122741949597014e+02 7.701227419495970139e+01 6.501227419495970139e+01 1.629877258050402986e+02
7.545670858091273203e+01 1.915432914190872680e+02 1.935432914190872680e+02 7.654329141908726797e+01 6.454329141908726797e+01 1.634567085809127320e+02
7.588892558254899257e+01 1.911110744174510216e+02 1.931110744174510216e+02 7.611107441745100743e+01 6.411107441745100743e+01 1.638889255825489784e+02
7.626776695296636888e+01 1.907322330470336453e+02 1.927322330470336453e+02 7.573223304703363112e+01 6.373223304703363112e+01 1.642677669529663547e+02
7.657867403075636048e+01 1.904213259692436395e+02 1.924213259692436395e+02 7.542132596924363952e+01 6.342132596924365373e+01 1.645786740307563605e+02
7.680969883127821163e+01 1.901903011687217884e+02 1.921903011687217884e+02 7.519030116872178837e+01 6.319030116872178837e+01 1.648096988312782116e+02
7.695196320100806986e+01 1.900480367989919159e+02 1.920480367989919159e+02 7.504803679899193014e+01 6.304803679899193014e+01 1.649519632010080841e+02
7.700000000000000000e+01 1.900000000000000000e+02 1.920000000000000000e+02 7.500000000000000000e+01 6.300000000000000000e+01 1.650000000000000000e+02
7.695196320100808407e+01 1.900480367989919159e+02 1.920480367989919159e+02 7.504803679899191593e+01 6.304803679899193014e+01 1.649519632010080841e+02
7.680969883127821163e+01 1.901903011687217884e+02 1.921903011687217884e+02 7.519030116872178837e+01 6.319030116872177416e+01 1.648096988312782116e+02
7.657867403075636048e+01 1.904213259692436395e+02 1.924213259692436395e+02 7.542132596924363952e+01 6.342132596924363952e+01 1.645786740307563605e+02
7.626776695296638309e+01 1.907322330470336169e+02 1.927322330470336169e+02 7.573223304703361691e+01 6.373223304703361691e+01 1.642677669529663831e+02
7.588892558254900678e+01 1.911110744174509932e+02 1.931110744174509932e+02 7.611107441745099322e+01 6.411107441745099322e+01 1.638889255825490068e+02
7.545670858091273203e+01 1.915432914190872680e+02 1.935432914190872680e+02 7.654329141908726797e+01 6.454329141908725376e+01 1.634567085809127320e+02
7.498772580504032703e+01 1.920122741949596730e+02 1.940122741949596730e+02 7.701227419495967297e+01 6.501227419495967297e+01 1.629877258050403270e+02
7.450000000000002842e+01 1.924999999999999716e+02 1.944999999999999716e+02 7.749999999999997158e+01 6.549999999999997158e+01 1.625000000000000284e+02
7.401227419495968718e+01 1.929877258050403270e+02 1.949877258050403270e+02 7.798772580504031282e+01 6.598772580504031282e+01 1.620122741949596730e+02
7.354329141908729639e+01 1.934567085809127036e+02 1.954567085809127036e+02 7.845670858091270361e+01 6.645670858091270361e+01 1.615432914190872964e+02
7.311107441745099322e+01 1.938889255825490068e+02 1.958889255825490068e+02 7.888892558254900678e+01 6.688892558254899257e+01 1.611110744174509932e+02
7.273223304703361691e+01 1.942677669529663831e+02 1.962677669529663831e+02 7.926776695296638309e+01 6.726776695296636888e+01 1.607322330470336169e+02
7.242132596924363952e+01 1.945786740307563605e+02 1.965786740307563605e+02 7.957867403075636048e+01 6.757867403075636048e+01 1.604213259692436395e+02
7.219030116872178837e+01 1.948096988312782116e+02 1.968096988312782116e+02 7.980969883127821163e+01 6.780969883127821163e+01 1.601903011687217884e+02
7.204803679899193014e+01 1.949519632010080841e+02 1.969519632010080841e+02 7.995196320100806986e+01 6.795196320100806986e+01 1.600480367989919159e+02
7.200000000000000000e+01 1.950000000000000000e+02 1.970000000000000000e+02 8.000000000000000000e+01 6.800000000000000000e+01 1.600000000000000000e+02
7.204803679899191593e+01 1.949519632010080841e+02 1.969519632010080841e+02 7.995196320100808407e+01 6.795196320100808407e+01 1.600480367989919159e+02
7.219030116872178837e+01 1.948096988312782116e+02 1.968096988312782116e+02 7.980969883127821163e+01 6.780969883127821163e+01 1.601903011687217884e+02
7.242132596924362531e+01 1.945786740307563889e+02 1.965786740307563889e+02 7.957867403075637469e+01 6.757867403075637469e+01 1.604213259692436111e+02
7.273223304703361691e+01 1.942677669529663831e+02 1.962677669529663831e+02 7.926776695296638309e+01 6.726776695296636888e+01 1.607322330470336169e+02
7.311107441745096480e+01 1.938889255825490352e+02 1.958889255825490352e+02 7.888892558254903520e+01 6.688892558254903520e+01 1.611110744174509648e+02
7.354329141908726797e+01 1.934567085809127320e+02 1.954567085809127320e+02 7.845670858091273203e+01 6.645670858091273203e+01 1.615432914190872680e+02
7.401227419495968718e+01 1.929877258050403270e+02 1.949877258050403270e+02 7.798772580504031282e+01 6.598772580504031282e+01 1.620122741949596730e+02
7.449999999999998579e+01 1.925000000000000000e+02 1.945000000000000000e+02 7.750000000000001421e+01 6.550000000000001421e+01 1.625000000000000000e+02
7.498772580504032703e+01 1.920122741949596730e+02 1.940122741949596730e+02 7.701227419495967297e+01 6.501227419495967297e+01 1.629877258050403270e+02
7.545670858091270361e+01 1.915432914190872964e+02 1.935432914190872964e+02 7.654329141908729639e+01 6.454329141908729639e+01 1.634567085809127036e+02
7.588892558254900678e+01 1.911110744174509932e+02 1.931110744174509932e+02 7.611107441745099322e+01 6.411107441745099322e+01 1.638889255825490068e+02
7.626776695296635467e+01 1.907322330470336453e+02 1.927322330470336453e+02 7.573223304703364533e+01 6.373223304703364533e+01 1.642677669529663547e+02
7.657867403075636048e+01 1.904213259692436395e+02 1.924213259692436395e+02 7.542132596924363952e+01 6.342132596924363952e+01 1.645786740307563605e+02
7.680969883127821163e+01 1.901903011687217884e+02 1.921903011687217884e+02 7.519030116872178837e+01 6.319030116872178837e+01 1.648096988312782116e+02
7.695196320100808407e+01 1.900480367989919159e+02 1.920480367989919159e+02 7.504803679899191593e+01 6.304803679899193014e+01 1.649519632010080841e+02
7.700000000000000000e+01 1.900000000000000000e+02 1.920000000000000000e+02 7.500000000000000000e+01 6.300000000000000000e+01 1.650000000000000000e+02
7.695196320100808407e+01 1.900480367989919159e+02 1.920480367989919159e+02 7.504803679899191593e+01 6.304803679899192304e+01 1.649519632010080841e+02
7.680969883127821163e+01 1.901903011687217884e+02 1.921903011687217884e+02 7.519030116872178837e+01 6.319030116872178837e+01 1.648096988312782116e+02
7.657867403075637469e+01 1.904213259692436395e+02 1.924213259692436395e+02 7.542132596924362531e+01 6.342132596924362531e+01 1.645786740307563605e+02
7.626776695296636888e+01 1.907322330470336453e+02 1.927322330470336453e+02 7.573223304703363112e+01 6.373223304703363112e+01 1.642677669529663547e+02
7.588892558254902099e+01 1.911110744174509932e+02 1.931110744174509932e+02 7.611107441745097901e+01 6.411107441745097901e+01 1.638889255825490068e+02
7.545670858091273203e+01 1.915432914190872680e+02 1.935432914190872680e+02 7.654329141908726797e+01 6.454329141908726797e+01 1.634567085809127320e+02
7.498772580504034124e+01 1.920122741949596730e+02 1.940122741949596730e+02 7.701227419495965876e+01 6.501227419495965876e+01 1.629877258050403270e+02
7.450000000000000000e+01 1.925000000000000000e+02 1.945000000000000000e+02 7.750000000000000000e+01 6.550000000000000000e+01 1.625000000000000000e+02
7.401227419495970139e+01 1.929877258050402986e+02 1.949877258050402986e+02 7.798772580504029861e+01 6.598772580504029861e+01 1.620122741949597014e+02
7.354329141908728218e+01 1.934567085809127036e+02 1.954567085809127036e+02 7.845670858091271782e+01 6.645670858091271782e+01 1.615432914190872964e+02
7.311107441745099322e+01 1.938889255825490068e+02 1.958889255825490068e+02 7.888892558254900678e+01 6.688892558254900678e+01 1.611110744174509932e+02
7.273223304703364533e+01 1.942677669529663547e+02 1.962677669529663547e+02 7.926776695296635467e+01 6.726776695296635467e+01 1.607322330470336453e+02
7.242132596924363952e+01 1.945786740307563605e+02 1.965786740307563605e+02 7.957867403075636048e+01 6.757867403075636048e+01 1.604213259692436395e+02
7.219030116872178837e+01 1.948096988312782116e+02 1.968096988312782116e+02 7.980969883127821163e+01 6.780969883127821163e+01 1.601903011687217884e+02
